song_id,valence_mean,arousal_mean,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,chroma_cqt_mean,chroma_cens_mean,melspectrogram_mean,tonnetz_mean,rhythm.tempogram_mean,mfcc_mean,onset_detect_mean,harmonic_mean,percussive_mean,rms_mean,zero_crossing_rate_mean,chroma_stft_std,spectral_centroid_std,spectral_bandwidth_std,spectral_rolloff_std,chroma_cqt_std,chroma_cens_std,melspectrogram_std,tonnetz_std,rhythm.tempogram_std,mfcc_std,onset_detect_std,harmonic_std,percussive_std,rms_std,zero_crossing_rate_std
631,7.6,3.1,0.52353805,3070.097271,3837.426593,7313.395773,0.59979296,0.275481849,14.335809,0.003659555,0.27453251,5.780934,1658.436782,-3.14E-06,-4.79E-06,0.26548216,0.05693382,0.2787244,796.6023524,588.8046269,2312.551176,0.23189633,0.086273312,84.895805,0.050369952,0.300430817,40.03672,1202.640454,0.21980155,0.07864332,0.074235536,0.027938113
632,4.2,5.4,0.50964755,2436.427736,3187.046525,5661.128507,0.42838073,0.234781656,9.738929,0.015580022,0.156160643,4.4395223,1975.690377,1.18E-05,-6.79E-05,0.21618243,0.038141072,0.28558925,959.7559867,699.4938856,2389.807708,0.28797546,0.16796103,61.96313,0.084921618,0.180356355,49.195095,1122.192163,0.18227307,0.07505916,0.06565828,0.023144713
634,4.7,5.8,0.6210624,2392.015162,3223.982471,5607.019779,0.39055017,0.220489309,0.8546897,-0.002807849,0.148632567,-0.8932944,1950.093023,-2.34E-05,4.47E-06,0.062401365,0.031504455,0.2648755,1152.11525,806.4528287,2586.556805,0.30857328,0.186327127,6.6081457,0.095273665,0.170156019,76.676956,1115.401628,0.059435282,0.018789167,0.023871021,0.031541502
635,6.6,7.6,0.5394189,3168.034804,3515.976453,7093.994757,0.5195182,0.254859063,5.907448,0.011899992,0.211935136,3.2084577,2509.706897,1.45E-05,0.000234885,0.1694855,0.068655288,0.2679167,1093.239033,848.9821932,2675.723167,0.27339393,0.135573564,37.0824,0.064659264,0.25296414,49.398727,914.2222436,0.13321073,0.080300175,0.068959825,0.037738587
637,2.2,3.6,0.22334321,719.8818036,710.2759486,988.7467775,0.37736997,0.214752291,1.6867825,-0.021874612,0.121195237,-8.964686,2070.318841,-7.09E-07,-1.04E-05,0.06837609,0.033722348,0.2921094,124.4818272,209.8754913,198.6738103,0.27898422,0.192911345,27.580505,0.102738813,0.148064886,95.297165,1138.97604,0.090899505,0.010904144,0.0632034,0.009272531
638,3.2,4.4,0.35945392,572.6157304,655.2159709,905.2043838,0.46867272,0.245557182,0.40974075,0.012266227,0.1507166,-15.159459,1928.674556,-2.71E-07,-2.78E-05,0.038723312,0.020511334,0.29563293,126.7832297,120.4664212,238.3127242,0.2659199,0.151772869,5.1883125,0.090889194,0.17424909,104.3839,1117.226975,0.04245485,0.006818396,0.02396664,0.004436093
639,6.1,6.3,0.45728675,3888.723005,3897.480662,8369.921082,0.44733813,0.242804945,3.8215277,-0.010805817,0.185559107,0.3540501,1958.217195,-8.85E-06,-7.31E-05,0.13681877,0.085014939,0.2974628,1276.625237,586.9850505,2166.569328,0.27703094,0.156138055,27.179436,0.067947217,0.208654773,47.960773,1108.343666,0.117659196,0.05207736,0.0503295,0.061017913
640,7.6,7.8,0.49932396,2700.882319,3398.845323,6080.650403,0.54196477,0.266618478,8.450016,0.000921097,0.178541356,4.0595427,1998.174545,-8.84E-06,0.000177443,0.20235406,0.05238571,0.28836533,1116.539251,852.6715465,2803.191353,0.26188537,0.110670324,53.86441,0.06401493,0.207654719,51.747673,1090.718898,0.15157913,0.08641377,0.070526876,0.034776154
643,3.5,4.2,0.3412292,2742.612456,3211.61673,5915.130374,0.42493057,0.226603725,3.115911,0.022619671,0.274347191,-6.884032,2126.405405,-2.15E-06,-8.44E-06,0.10293794,0.071797736,0.31247398,1125.491765,976.6406791,2772.803044,0.29340893,0.178840949,27.407003,0.093694199,0.305013828,66.397285,1217.783908,0.11497652,0.028446784,0.078787915,0.088655876
644,4.3,5.6,0.44129884,2861.958081,3580.724426,6778.626828,0.6443222,0.276438284,1.5207397,0.00141516,0.137485791,-1.9903191,2125.317972,0.000467909,0.002069338,0.08038397,0.051875669,0.30480373,1321.698251,806.5092921,2812.112525,0.22180685,0.083157732,10.153866,0.043569586,0.162621962,65.284836,1121.713832,0.057187494,0.048725467,0.038601477,0.039201884
645,4.6,5.7,0.48197824,1950.642491,2662.312608,4242.268616,0.45418224,0.241850022,3.6889422,0.001798868,0.222880498,1.1868879,1955.961039,1.03E-05,-6.78E-06,0.13404289,0.034594708,0.2819228,798.0913723,605.8526708,1956.869974,0.2722626,0.157613134,20.725687,0.081299157,0.245954666,58.93987,1111.347006,0.1199375,0.034583382,0.03651578,0.018993845
646,3.1,3.8,0.5888175,313.8822034,766.3928422,425.7494778,0.392732,0.219800737,5.75832,0.027245375,0.131341412,-0.44126144,1884.886905,1.42E-06,-4.19E-06,0.13417213,0.006872917,0.2877282,255.3689507,435.9611701,584.5504823,0.30692005,0.187138904,80.99642,0.084934744,0.154120811,95.35334,1045.511702,0.16495343,0.014552116,0.105191946,0.004662728
647,3,5.8,0.5169738,2160.536053,2853.838357,4831.236491,0.35672396,0.211691396,4.8241205,-0.004793427,0.158789237,3.5548344,1848.970464,-0.000160077,-0.000316334,0.15067376,0.029448944,0.29050246,955.6038712,838.4042629,2330.667408,0.29093534,0.196265346,43.04582,0.097575899,0.188148871,60.076096,1134.054704,0.1493927,0.029953184,0.050359193,0.024799596
648,5.1,6.8,0.33879787,1264.343869,1916.550822,2170.077604,0.41841578,0.233460067,4.2885137,-0.006509007,0.167777774,-1.2693765,2008.615721,4.62E-06,1.13E-05,0.13682051,0.027128791,0.3195789,569.9880555,709.1399255,1362.377154,0.29116717,0.169793199,26.34789,0.08344172,0.197850585,74.873535,1028.529344,0.13345936,0.03823174,0.061173774,0.013017152
649,6.2,6.7,0.34372523,2648.44934,3486.172305,6031.534019,0.47373176,0.245136633,4.86591,0.005664915,0.231204407,-0.7856841,1969.986577,3.87E-06,-2.22E-05,0.13389264,0.044541345,0.32059607,1015.756974,689.8908586,2537.17503,0.28043005,0.152451187,37.897633,0.074431681,0.255618395,58.474743,1118.891979,0.14067207,0.038686033,0.0888448,0.028021956
650,6,4.2,0.45313424,3241.359528,3546.758669,6807.883986,0.51966536,0.251178271,5.431973,-0.015107296,0.227352049,3.6781983,1864.986301,-7.99E-06,-4.78E-05,0.16704716,0.071856647,0.28068873,858.9195567,624.5728542,2168.197408,0.2681858,0.142277227,29.973888,0.073023383,0.252637185,43.320194,1086.451677,0.13012433,0.074344926,0.056414314,0.025174836
651,6.4,7.1,0.4516988,2463.457223,3114.237247,5400.20784,0.5268646,0.253179571,4.16147,-0.005306044,0.234719859,1.8559296,1923.785714,-5.06E-06,-6.40E-06,0.14125216,0.048598827,0.2895073,770.0344669,560.0412917,1795.027156,0.26306236,0.138684672,23.7883,0.054302327,0.260131787,53.330685,1150.998072,0.11136686,0.06021752,0.049470134,0.025904511
652,3.2,4.3,0.5970106,1735.015941,3181.861671,3942.036144,0.32377005,0.192595633,5.4143353,0.01358872,0.221908412,2.4757562,1943.895522,3.39E-05,7.34E-05,0.15501712,0.014764749,0.2762954,1026.573735,965.4466286,3281.189618,0.3015417,0.215035475,49.0838,0.114773268,0.245961983,73.08976,1085.037434,0.1582666,0.023497626,0.05996527,0.017783152
653,5.3,6.5,0.57169676,3408.936858,3941.234288,8002.940677,0.46359098,0.246016052,17.033806,0.009199256,0.155448822,5.836322,2001.568627,0.001070073,0.001644577,0.2712641,0.052905192,0.2727113,1618.701764,812.2755696,3306.380489,0.28533474,0.15102793,161.77267,0.057432524,0.180764085,45.731373,1127.729341,0.25694746,0.096594796,0.12143821,0.052736254
654,5.1,4.4,0.36684683,4945.642209,4767.362144,10910.25609,0.4254698,0.231025041,7.9386063,-0.005843124,0.196213162,-0.9523235,1813.511962,2.43E-06,0.000107015,0.17608632,0.116647774,0.32244337,1759.644664,666.2241642,2729.510226,0.29183578,0.173091779,63.682175,0.07676839,0.220096835,48.309093,1095.349203,0.1770689,0.06363199,0.10792472,0.094722789
656,2.6,4.1,0.32079446,669.8168867,927.6503692,1091.209768,0.44190565,0.232801945,0.33285126,0.016050999,0.141104653,-13.51354,1992.946237,9.29E-05,0.000422419,0.032584254,0.020184807,0.305978,137.3888542,193.8013745,330.5722729,0.27798548,0.170694428,4.5325403,0.082112516,0.169645374,102.504425,1101.983455,0.039049637,0.00520193,0.025173333,0.004928616
657,5.1,5.6,0.45706207,2095.571617,2979.479071,4703.124472,0.48380107,0.249418363,7.1347632,0.01945113,0.222613766,4.264695,2105.623762,-7.21E-06,7.00E-05,0.1866186,0.034501435,0.29889867,737.0692456,632.2240257,2011.296518,0.26388866,0.145340337,40.325436,0.064977285,0.247011462,50.525852,1116.443322,0.16018148,0.057550922,0.052389186,0.018484705
658,4.4,5.7,0.53949547,1859.96704,2974.007991,4535.634222,0.36194283,0.217425377,2.185346,-0.030997086,0.142262502,0.8291011,1952.445283,8.96E-06,0.000408271,0.10075389,0.021391477,0.28186306,891.7773989,689.9860345,2451.458342,0.2816801,0.189893493,13.365983,0.094857392,0.166954937,75.94062,1138.035801,0.087343074,0.03396402,0.031822875,0.015134499
660,2.1,2.8,0.31627905,1062.47948,1661.945513,1850.78491,0.39786804,0.2212712,0.907996,-0.013024453,0.27108673,-7.726387,2374.844828,-3.93E-07,2.53E-05,0.065915525,0.02543817,0.30304018,342.9081756,311.2604683,958.3618343,0.28226572,0.185397922,5.1778374,0.102027551,0.301081434,87.80504,1165.399928,0.06449636,0.009647236,0.0190766,0.012495704
661,2.2,2.8,0.40693355,3802.604503,3453.79489,6683.724311,0.56780404,0.265076904,0.015851099,0.006310604,0.314167325,-14.612846,2008.13986,-0.003151666,-0.000156268,0.008701302,0.124855352,0.30080494,507.5056876,417.7843917,1370.232985,0.24692823,0.114313465,0.33347243,0.04864456,0.34182138,95.51397,1098.537824,0.008519335,0.003250334,0.006941651,0.029573836
662,5.9,5.1,0.31853953,1408.258784,2050.766457,2458.540431,0.4182905,0.232336069,3.558501,-0.015184533,0.196522943,-1.1329205,1934.279412,-1.49E-07,-1.77E-06,0.12868069,0.032660381,0.3211739,484.4450577,552.5752684,1121.52174,0.29463094,0.171328002,23.50162,0.086961474,0.222327886,72.160515,1138.678105,0.12546648,0.030287806,0.048685044,0.015116066
663,3.3,4.3,0.59435725,2723.566698,3688.674158,6167.177048,0.53017324,0.254163463,2.9121084,0.006434721,0.183399564,-0.11100521,1948.531646,-4.31E-05,-3.34E-05,0.10470125,0.044583776,0.27722332,1555.694034,913.8052905,3667.350052,0.26255512,0.136873179,27.789015,0.064712615,0.207834117,65.87124,1145.898728,0.113246284,0.024267452,0.06388324,0.054553699
664,7,6.6,0.545866,3224.731605,3759.832746,7442.789135,0.49680054,0.246043429,17.775822,0.020253738,0.232119711,7.2071958,1832.650888,-6.14E-05,4.09E-05,0.2973571,0.056969416,0.27154988,704.4099675,498.639789,1592.395329,0.26944157,0.150983325,122.64801,0.058505491,0.259057212,37.55687,1107.522777,0.2520568,0.09952728,0.08625398,0.026019919
665,5.7,6.2,0.35499564,1382.341048,2113.199243,2543.802375,0.47805032,0.246509563,4.6910353,-0.006630374,0.18010962,1.6732657,1986.590517,-4.07E-06,3.55E-05,0.14858194,0.028753502,0.3120459,480.9118092,612.4174959,1126.026285,0.28238776,0.150221066,29.684118,0.068143704,0.209732114,68.2279,1108.430103,0.13724668,0.043180484,0.049854472,0.013823842
666,5.3,5,0.45201525,2332.871553,2752.710502,4877.239976,0.5680187,0.26718929,2.3658679,-0.011934733,0.160397134,0.4187521,1937.868932,7.32E-06,-5.08E-06,0.1093509,0.047967119,0.31167507,1245.494652,926.0093269,2784.257397,0.2606152,0.109285024,15.999525,0.056922763,0.194066131,63.01555,1141.215341,0.092504665,0.04352982,0.03493095,0.039294588
667,4.2,4.9,0.42658344,1555.722664,2274.74733,3128.51038,0.42369384,0.229225726,0.9419911,0.012849524,0.226107253,-5.8447485,1943.935,-1.55E-06,-1.26E-05,0.06015487,0.029630068,0.30701548,773.5984254,609.7535273,1696.510858,0.28802338,0.17546766,9.292707,0.083905395,0.254455906,80.11917,1175.198907,0.06053673,0.018046899,0.035817303,0.026655097
668,5,5.3,0.5579036,1965.920248,2529.45939,4017.133121,0.45272505,0.239405612,7.8063197,0.013579668,0.13038711,0.17996849,1634.597765,-0.000799759,-0.000776773,0.16624531,0.039850119,0.2984792,1492.697691,957.2461883,3155.809802,0.2920677,0.161301848,106.12469,0.086795293,0.160543128,64.01101,1119.414609,0.15425792,0.08598995,0.11629271,0.050420223
671,3.1,3.7,0.2668629,1060.559248,1542.309574,1641.687634,0.35905823,0.209388399,0.6441182,0.007833269,0.187634008,-11.619534,1914.638191,-2.52E-07,-1.66E-06,0.050670046,0.028860793,0.31440058,518.5443262,643.7322574,1197.997498,0.30270422,0.198720486,5.1439314,0.10745007,0.212935388,97.8981,1161.197965,0.05567807,0.00974142,0.029303467,0.014063065
672,4.4,6.3,0.53221613,964.6703373,1782.072348,1858.061739,0.38051605,0.22165629,2.3891752,0.01491648,0.114376379,-0.39425725,1883.644444,4.67E-06,-3.38E-06,0.09672169,0.012898354,0.28681016,770.9823333,1010.520276,2045.720407,0.28742257,0.184937348,23.926115,0.088288426,0.148025854,86.27837,1116.494355,0.0967594,0.027215973,0.05263715,0.011273735
673,6.6,6.7,0.5495571,4307.259883,3998.478679,9016.849782,0.477478,0.249218539,7.325802,0.006636049,0.20615773,4.793736,1654.228916,6.65E-05,7.07E-05,0.19844651,0.122732557,0.26628065,1287.504197,542.133739,2064.638297,0.27293763,0.145682715,42.524696,0.073518287,0.233692783,39.400757,1006.053806,0.14243834,0.09629999,0.06703578,0.065534868
674,6.8,7.4,0.41210636,1152.045515,1936.150037,1991.418825,0.4658768,0.242796051,5.4892054,0.002198989,0.179033458,1.1254636,1920.142857,2.09E-06,7.10E-05,0.15569067,0.022070589,0.30714685,481.4007581,645.6899895,1085.118992,0.2897609,0.156151884,40.56655,0.069855401,0.210372923,70.561905,1068.398733,0.13903494,0.057013985,0.06350477,0.011821051
675,5.1,5.8,0.5252041,1406.473684,2453.856345,2826.300913,0.5065868,0.25336611,2.3203578,0.023394041,0.17646281,-0.19839182,1907.775076,1.95E-05,-2.76E-05,0.100226365,0.01930404,0.28756976,807.0825557,882.4190305,2463.720522,0.26963374,0.138343585,17.73318,0.055591409,0.202682828,73.507034,1134.362997,0.08058422,0.047878675,0.042668123,0.012237336
676,6.6,6.6,0.40307853,2622.885042,3219.159744,5739.90771,0.5203546,0.256683021,4.6114855,-0.013168312,0.231443763,3.5009897,1920.011111,1.18E-05,-1.14E-05,0.14931805,0.055817138,0.28791508,607.9179183,514.2522815,1555.403735,0.2543817,0.132087698,32.175076,0.05302799,0.258098347,48.93688,1136.958291,0.12343954,0.053838115,0.05309002,0.02169293
677,6.5,5.3,0.4489699,3461.332156,3466.726261,7313.18845,0.5544852,0.266303249,9.419753,0.00398352,0.159161258,4.86543,1939.366038,3.92E-06,-8.59E-05,0.22163025,0.083961854,0.29616588,1540.597022,894.8591909,3129.056277,0.24945995,0.111426716,65.229836,0.049476109,0.186942415,44.312042,1124.142087,0.1887127,0.0940948,0.08121433,0.055604536
681,4.9,6.6,0.328971,2458.648965,3134.064893,5465.20356,0.4864295,0.249151371,4.5988507,-0.008842107,0.174967571,1.9255604,1838.517241,-8.10E-07,2.56E-05,0.15123586,0.051517637,0.30230883,885.2366107,699.2967429,2212.532822,0.2702121,0.145797558,29.923723,0.069016311,0.198711065,54.211838,1120.56187,0.1274391,0.058098335,0.05681851,0.023544049
682,4.8,6,0.50128424,1679.475424,2465.181104,3357.659827,0.45555097,0.23989121,3.4200902,-0.002830927,0.113735115,-0.5838508,1923.628205,-2.10E-06,-1.79E-05,0.11383538,0.030962088,0.31067097,1436.651218,1204.488089,3318.283956,0.29307112,0.160578768,24.099533,0.069398583,0.147136071,80.063126,1078.553706,0.10804787,0.042974383,0.06748742,0.044096162
684,4.3,4.9,0.42096448,797.3650905,1378.019269,1358.878902,0.3905666,0.216303601,7.254828,-0.017580764,0.125482635,-1.6530656,1982.744019,-3.03E-08,-0.000114808,0.18968444,0.01434847,0.3107855,430.1755849,582.087916,1073.300767,0.29678002,0.191170305,38.229748,0.08818181,0.156944464,76.57234,1103.25337,0.17640251,0.032817084,0.028798709,0.005481174
685,4.5,3.6,0.31179312,1222.036244,1560.954972,1922.361582,0.55645657,0.261647027,0.3121599,-0.020072788,0.22102987,-11.89672,1682.65,-3.11E-06,-3.81E-07,0.035316277,0.034712152,0.30905354,332.0959645,572.6537636,781.4115196,0.2507102,0.121959693,2.262223,0.064303482,0.247406399,98.71194,988.8886224,0.03541453,0.010464336,0.019651253,0.009305485
686,3.4,5.5,0.4119023,1022.506578,1670.594899,1804.440265,0.39293852,0.220169899,1.6941886,0.02763063,0.130578144,-4.401459,2001.331606,1.55E-06,-6.36E-06,0.08077918,0.019928592,0.29972625,474.2875792,491.1275902,1150.600865,0.28843737,0.186704443,15.454652,0.088207167,0.154292784,83.64419,1126.977545,0.08569521,0.016443025,0.04732447,0.014132154
687,7.3,7.4,0.4029366,2391.852763,3035.155323,5256.902765,0.5212303,0.251843685,4.082506,-0.004801034,0.208276889,1.9500704,1792.6875,-1.58E-05,-0.000229088,0.14021724,0.047741504,0.30813444,734.6450692,664.7619168,1886.987686,0.26654658,0.141096037,23.945894,0.056950301,0.236115696,56.37363,1088.957602,0.115448214,0.057778552,0.05136324,0.020440463
688,4.3,5,0.28469974,1297.076003,1623.147686,2416.683257,0.36643213,0.217562057,5.172149,0.011245541,0.248967499,-6.396418,2051.925926,-1.48E-06,-9.79E-06,0.1512948,0.03105265,0.31384614,1532.397601,1061.962639,2937.542253,0.2874048,0.186772111,33.475266,0.097401332,0.290033378,78.29636,1046.098981,0.15461408,0.025754392,0.061978154,0.046329048
689,3.8,4.6,0.45708486,1900.878335,2745.856125,4560.163306,0.5026661,0.245531394,10.465433,0.033199867,0.134099446,-0.1440318,2211.133005,1.49E-05,0.00017844,0.21047273,0.02934681,0.31189206,1043.593689,1015.244704,2770.657862,0.29314813,0.151814585,81.91671,0.07898262,0.169269896,64.711914,956.8166365,0.19760276,0.06723104,0.102328524,0.023970323
690,2.4,4.4,0.34547684,1308.966806,2152.487034,2228.05972,0.3877531,0.224127021,1.3049569,0.005489393,0.1900184,-10.648524,1901.541667,-7.80E-08,2.22E-06,0.06855854,0.024142753,0.31789628,1023.361087,918.4231629,2355.92954,0.2942248,0.181935186,16.87464,0.102547265,0.221232981,86.66223,1135.372873,0.08047422,0.012845399,0.05054847,0.028674483
691,5,3.7,0.43974394,1773.761806,2747.097415,3727.346429,0.45528817,0.24177924,6.9135275,-0.001162597,0.140710934,2.0793924,1888.630769,4.86E-06,9.64E-05,0.17782663,0.029442655,0.29596245,1085.892335,977.9690122,2823.158941,0.2818857,0.157721692,46.500256,0.082634893,0.174433966,61.989735,1144.542823,0.14883785,0.06158408,0.06262157,0.027925806
692,6.9,6.1,0.57222974,4327.993281,3791.305733,8722.013101,0.61904234,0.275513955,3.768732,0.000536542,0.225472238,2.9244518,1729.251337,4.89E-07,1.58E-05,0.15978266,0.125915763,0.256479,1007.923202,524.039462,1811.614758,0.22531934,0.086170727,19.33548,0.04080335,0.253001445,43.262558,1008.237927,0.112254426,0.07594263,0.03660021,0.053543596
693,6.2,5.3,0.5472724,2987.410121,3434.40962,6419.053958,0.564328,0.263355651,6.7920256,0.007148946,0.23289968,4.027915,2074.48913,-5.98E-05,-0.000304399,0.18288802,0.070573319,0.269036,1649.154505,1042.106317,3779.313554,0.2475594,0.118224931,44.58162,0.050979555,0.267207661,50.080612,1325.279786,0.15106115,0.060325608,0.057502683,0.061973815
695,5.9,6.2,0.44516805,2830.257637,3046.9542,5883.484585,0.5756206,0.270665053,1.0617331,-0.001997449,0.203257028,-3.9131122,1857.392265,9.80E-07,-1.75E-06,0.06852234,0.073841785,0.29728928,804.5731318,496.9224659,1609.059965,0.24094465,0.100368134,6.940622,0.046711814,0.235159794,58.24733,1065.124456,0.042719733,0.046962526,0.035331283,0.034220184
696,5.3,5.8,0.55154043,1335.19143,2223.248783,2710.138326,0.53374976,0.258267887,5.0314054,-0.005006541,0.108845617,-0.55671144,2286.318471,1.45E-05,8.74E-06,0.12901513,0.020713213,0.29355964,1051.067173,1192.682848,2757.138956,0.27380386,0.128961359,48.04404,0.063827886,0.145915364,80.75199,1202.610574,0.12044268,0.06112125,0.09543318,0.019732121
697,4.8,5.8,0.68493587,2069.240217,2755.300125,4232.498459,0.51124895,0.250892467,6.64058,0.021647415,0.123577636,3.9591007,1951.445887,-0.001073223,0.000926523,0.18240245,0.036326917,0.22460395,1513.435264,864.2071699,3280.005084,0.28351706,0.142780612,49.737152,0.065797675,0.150529223,64.76233,1088.033532,0.16062292,0.067083605,0.05108694,0.053348848
698,3.9,3.7,0.4334843,1307.914029,2250.66783,2334.65664,0.33622858,0.206679299,2.8990307,0.040542192,0.187206954,-1.6420411,1932.747475,0.000538835,0.002949927,0.11095893,0.023189646,0.30059657,1024.210636,858.283987,2302.051159,0.29863015,0.201536598,17.899616,0.107748383,0.217743137,82.19734,1104.125989,0.10465598,0.032348465,0.05225733,0.032270266
699,3.7,4.5,0.40963292,1980.46557,3029.567036,4393.622775,0.4521651,0.243729784,2.8734813,0.026441867,0.238198051,2.2087836,1912.215686,8.32E-06,0.000223217,0.11864071,0.036346176,0.28676194,810.9333611,929.7407059,2657.262623,0.26771143,0.15469042,14.193689,0.090623435,0.263097647,61.380905,1082.092541,0.09563785,0.043354537,0.030976035,0.016337428
700,4.8,5.6,0.47993082,2788.509172,3026.995672,5896.747307,0.53892994,0.256300778,2.8680966,-0.006555888,0.199312548,-1.1244365,1993.827027,0.000208579,0.000337265,0.11317542,0.065065049,0.28940496,1634.80111,1084.502833,3398.53728,0.2716378,0.132827876,24.239088,0.046821774,0.225378677,65.167854,1076.452885,0.103652164,0.041393794,0.05274709,0.057444229
702,7.5,3.3,0.46637225,4035.376712,3997.386333,8867.791286,0.5727968,0.271755562,9.133639,0.003348439,0.276754154,3.4153152,1986.166667,2.31E-06,0.000132377,0.22874744,0.110878207,0.2845008,1112.982676,613.40855,2306.792132,0.2404976,0.097376833,54.079327,0.041801116,0.30318022,37.72736,1130.430996,0.16060637,0.1003786,0.056932323,0.051469888
703,5.1,6,0.5317393,2222.442181,3227.514647,5574.690378,0.44698647,0.241926787,8.035435,0.00988977,0.18506163,4.456353,1950.605405,-0.000365265,-0.002383562,0.18802023,0.034529125,0.28610614,1098.527478,810.1637428,2744.793473,0.2903645,0.157495279,65.78195,0.075318603,0.209082845,56.534294,1097.839865,0.15907739,0.07652079,0.0795146,0.032148813
704,4.1,4.2,0.3537438,1471.190947,1669.393101,2870.161865,0.47861314,0.251073491,1.8544756,-0.022688796,0.169827655,-6.4676094,2100.922078,0.000258164,-0.000304277,0.08898257,0.034899657,0.3073532,472.573954,364.6358143,871.0263827,0.27480578,0.14246205,16.329332,0.082234564,0.193467341,73.538246,1150.43139,0.07817697,0.041934147,0.045255594,0.015978867
706,5.5,6,0.4541572,1779.502365,2633.674009,3859.757323,0.47038797,0.247299868,2.028385,-0.006790053,0.219701475,-2.2150307,1963.365672,1.55E-07,-1.42E-05,0.09503799,0.029811696,0.2929474,684.7226614,727.4744401,1918.773466,0.27206773,0.148916448,13.17804,0.074994494,0.24355281,67.69307,1103.096074,0.08397636,0.03315744,0.04141777,0.015765692
707,3.2,3.1,0.25160664,1528.98019,1781.263779,2349.459947,0.4280744,0.233047557,0.049806967,-0.008261757,0.307216056,-18.262049,1837.1,-5.60E-05,-5.48E-05,0.014958154,0.049057046,0.29194415,238.0316623,542.7919455,636.5341854,0.26063874,0.170358943,0.30668646,0.093113744,0.336785415,109.7603,1176.55195,0.017412899,0.001170382,0.009416843,0.009552467
708,3.2,3.2,0.45119783,2348.338601,3888.156152,8227.985572,0.5006026,0.258266544,4.5133567,0.005994813,0.234834113,3.0463023,1925.6875,0.043779913,0.000900737,0.1831494,0.133257513,0.31901297,1466.417952,2007.130053,5919.033039,0.25091624,0.128964048,39.390648,0.062180534,0.280792173,73.92696,1154.923052,0.18194716,0.019962832,0.058057353,0.102486311
709,5.8,5,0.30664626,1937.454977,2354.89424,3825.89883,0.50206804,0.251953342,5.5094824,0.002369658,0.206206771,2.5912273,1954.034188,-3.37E-05,-0.000383414,0.16515844,0.0501087,0.29989943,468.8088151,506.7774795,1102.88867,0.26467785,0.14090013,37.21888,0.058345525,0.230864913,57.40605,1125.607588,0.15523687,0.048723128,0.06419001,0.01664362
710,5.4,5.1,0.5743305,2457.338075,3172.237547,5557.274862,0.5874278,0.270459003,2.1489122,-0.004987333,0.239307793,-0.3019866,1948.53211,3.76E-05,-2.61E-05,0.095429614,0.04340936,0.26782477,1015.093452,676.9810851,2268.373228,0.23831946,0.100922055,17.566284,0.042210198,0.26484332,59.083916,1094.801956,0.08155677,0.03596027,0.04524802,0.031216798
711,2.9,3.1,0.57383364,1189.552806,2212.932292,2395.392596,0.35496217,0.210586875,3.489992,0.005700168,0.183737867,0.2988397,1950.757282,2.27E-05,-9.44E-06,0.10743237,0.014279615,0.28003007,902.7593426,917.3691192,2638.017977,0.28858435,0.197449997,51.40777,0.095510176,0.214818547,82.319374,1157.25641,0.12615772,0.017834008,0.07842863,0.016395744
712,3.4,5.3,0.48824316,1396.952284,2224.293184,2818.180846,0.479325,0.246441868,1.1208638,0.023733199,0.115202626,-3.6921906,1953.45098,3.28E-07,-1.05E-05,0.065337904,0.025923067,0.29435715,1041.065909,1130.730426,2646.156035,0.26911637,0.150332096,7.6094313,0.079936591,0.14519217,85.40325,1198.50374,0.056449074,0.028406868,0.038079873,0.033905776
713,4.9,6.3,0.6091637,2176.314043,3043.342745,5223.454745,0.5797267,0.269074029,5.5355754,0.014986581,0.156205782,3.387348,2036.289575,-1.02E-05,-4.39E-05,0.14847293,0.032707297,0.2516858,946.6519539,725.4520487,2342.720208,0.25228944,0.104558596,57.326046,0.054349114,0.181012417,58.191032,1103.569616,0.11722149,0.077828005,0.0813179,0.021224963
714,4.4,4.8,0.45363453,2398.979547,2930.552945,4968.29017,0.41060147,0.225036083,4.6439314,0.012665956,0.122677118,0.65978,1948.056995,-2.36E-06,-1.08E-05,0.1390369,0.047842632,0.31951004,1577.082321,1013.733198,3250.015224,0.30744833,0.180809554,47.39586,0.096544568,0.150679569,63.46018,1064.544852,0.13555269,0.046396993,0.07202838,0.056293643
715,2.9,4.3,0.27671888,635.4654278,646.8074308,1029.178389,0.4147841,0.233324253,1.4182245,-0.005032321,0.104653244,-14.076986,1836.93662,-1.09E-05,-7.50E-05,0.08042089,0.023866413,0.30465496,144.1601674,136.0221023,348.2962503,0.277592,0.169979782,9.696758,0.090078579,0.134173242,100.810295,1125.611478,0.0820036,0.012237314,0.029277477,0.007637314
717,4.5,4.9,0.45850843,2215.6463,2860.575217,4648.92918,0.46088636,0.241293702,0.80847144,-0.006566356,0.152904091,-4.685459,1904.579882,-5.90E-05,6.17E-05,0.05474307,0.043794133,0.30519,1268.238536,1018.23948,3097.204119,0.28505108,0.158463505,6.43773,0.08021936,0.195382505,82.18594,1176.733095,0.050869457,0.028400058,0.041665696,0.034948725
